F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
11.74,-302.1,-11.77,2391.6,Very low,Rest,2.48,-19.68,-222.48,-556.84,-128.71,12,10,20.76,12593.19,2.16,354.05
15.31,-332.82,-8.32,2319.66,Very low,Europe,7.93,-19.42,-186.76,-986.04,-121.57,18,8,22.86,-12562.92,15.56,2418.52
11.66,-401.13,-6.28,1279.2,Low,USA,3.7,-19.62,-127.48,-2141.96,-163.99,15,6,4.8,12112.53,39.04,0
11.85,-346.29,-3.83,4001.13,Medium,USA,8.62,-25.06,-254.8,-1746.5,-146.29,15,10,10.71,12826.98,4.9,3331.71
8.08,-320.55,-4.05,3299.67,Very high,UK,3.3,-22.68,-193.68,-1227.32,-192.66,15,8,8.4,5756.04,0.1,558.15
11.08,-548.82,-5.36,3328.74,Low,USA,3.34,-12.1,-175.64,-591.1,-165.68,12,2,26.01,3875.94,0.14,3795.19
13.82,-367.62,-6.19,4015.05,Medium,Europe,6.59,-16.44,-203.46,-2030.3,-167.72,12,6,1.38,18789.54,4512.48,1602.56
10.27,-512.94,-6.55,2998.59,Medium,Rest,1.85,-9.54,-148.28,-1055.04,-176.59,12,6,6.69,32133.69,0.12,1507.61
9.26,-369.93,-14.25,2534.37,Very high,UK,5.93,-21.36,-206.08,-1837.78,-326.54,9,6,1.41,-7883.22,0.08,356.43
6.18,-348.24,-7.86,2108.97,Very high,USA,2.63,-34.32,-236.24,-1109.52,-229.73,15,4,9.03,12445.65,1.34,2069.82
5.93,-323.49,-1.32,2513.7,Very high,USA,1.86,-12.52,-235.62,6.52,-137.86,6,12,11.61,11618.58,0.04,764.61
10.55,-377.25,-4.56,3276.63,Low,Europe,1.94,-10.68,-65.06,-768.56,-171.03,6,6,2.82,9222.39,1.76,75.07
10.64,-314.46,-10.71,2539.32,Very high,USA,5.24,-17.14,-213.42,-1409.24,-143.96,9,8,8.76,25980.09,0.56,1031.12
10.76,-507.9,-9.22,2573.82,Very high,USA,5.75,-21.14,-164.74,-1591.9,-234.5,15,14,15.75,-6306.81,0.08,3574.85
9.42,-364.8,-7.63,1808.88,Very high,Europe,6.27,-22.16,-61.3,-680.48,-216.62,6,6,0.36,10178.07,1530.58,1022.1
10.83,-382.26,-5.13,3764.55,Very low,Europe,6.12,-21.82,-192.4,-1793.44,-159.66,18,12,4.68,-1246.92,0.18,964.26
11.39,-219.57,-1.95,2239.68,Very high,Rest,14.23,-17.08,-150.66,-1550.9,-157.84,12,2,14.49,-2849.37,11.08,2165.36
10.62,-418.02,-7.83,4396.98,Very low,Europe,3.38,-14.24,-138.94,-2004.88,-61.09,12,12,3.15,-14624.22,0.02,86.74
12.23,-340.29,-6.76,4822.62,Low,Rest,5.14,-31.5,-122.08,-318.92,-154.68,12,10,17.31,5516.31,40.14,2039.19
11.53,-329.07,-4.74,2916.51,Very low,Europe,5.39,-18.58,-306.86,-523.96,-123.59,3,8,6.72,-16375.59,1150.54,0
8.66,-370.05,-4.02,2606.4,Very low,Rest,1.31,-17.2,-164.48,-1791.8,-160.97,6,8,18.42,-9.75,1.7,0
11.14,-408.69,-4.23,4470.12,Very high,UK,7.08,-18.28,-195.58,-1024.2,-166.68,15,12,1.08,18457.56,0.1,1267.34
12.02,-312.15,-9.81,1506.3,Very low,UK,7.94,-32.16,-172.4,-489.36,-175.2,21,6,12.84,-38151.33,943.42,636.84
8.5,-196.77,-5.16,3039.3,Medium,UK,6.4,10.18,-216.12,-999,-162.56,15,6,2.88,-7422.84,1.08,196.94
9.63,-198.66,-6.78,1974.27,Very high,USA,5.87,-4,-250.58,-1907.68,-173.79,15,10,2.91,-7175.49,0.18,0
8.29,-331.83,-7.55,1310.58,High,USA,3.83,-32.06,-103.62,-915.14,-143.78,21,6,17.37,21149.52,4.16,2532.95
11.88,-465.09,-4.98,2803.77,Medium,UK,1.96,-25.52,-169.04,-2564.08,-151.61,9,6,15.3,-3573.39,0.16,324.59
8.73,-325.2,-8.25,3101.31,Low,Rest,4.79,-14.12,-301.82,-1910.74,-155.72,12,8,25.38,9234.36,0.1,1027.79
13.22,-435.54,-4.23,1446.84,Very low,USA,2.78,-20.16,-199.22,-561.5,-167.95,15,10,16.17,13319.34,0.04,1070.63
8.43,-345.66,-10.52,3684.87,High,Europe,1.62,-19,-208.76,-1428.68,-203.31,15,4,34.41,-3042.84,0.06,2840.93
10.28,-260.25,-8.26,2231.64,Low,Europe,1.32,-24.3,-202.18,-1140.08,-207.49,18,12,14.58,902.7,1.7,0
14.21,-291.06,-4.02,1993.98,Low,UK,5.63,-22.14,-239.52,-1227.88,-146.78,9,6,9.93,4269.12,3.34,80.87
10.54,-337.35,-6.76,1357.41,Very low,UK,0.73,-11.56,-272.08,-746.58,-127.09,12,10,7.65,-66.87,2.4,0
10.37,-350.58,-9.07,3147.21,Medium,Europe,4.35,-19.16,-204.48,-1986.5,-140.02,12,10,15.39,14814,3.16,724.58
13.47,-393.84,-6.78,3287.31,Medium,Rest,7.83,-22.8,-149.02,-1331.58,-140.44,18,6,15.69,-1447.53,0.18,2391.99
8.52,-390.3,-10.37,2730.6,High,Europe,3.24,-46.06,-112.62,-1961.8,-157.71,15,14,11.43,5226.99,0.1,203.69
14.36,-282.87,-5.77,2753.7,Low,Europe,2.12,-24.7,-184.8,-1289.64,-157.08,18,4,14.94,8143.35,980.32,642.8
6.83,-295.89,-7.42,2173.44,Medium,Europe,1.33,-11.72,-207.94,-136.38,-243.9,6,10,22.8,12286.53,1.78,176.14
12.1,-300.66,-7.66,3630.63,Very high,USA,8.34,-1.82,-173.82,-935.56,-194.69,9,4,6.9,13838.91,3.86,3597.14
14.99,-473.88,-9.91,3575.37,Very low,USA,0.88,-20.86,-236.28,-1333.32,-267.04,15,8,15.27,23800.38,149.46,2428.75
11.03,-548.88,-11,2819.28,High,Europe,7.07,-21.84,-233.72,-1643.9,-168.79,12,16,5.37,5328.33,0,2319.48
8.2,-369.6,-10.21,3729.21,Very low,UK,7.63,-21.68,-172.02,-1092.9,-149.55,6,10,11.22,6792.33,0,559.16
8.37,-298.56,-4.21,4455.51,Very high,USA,3.48,-19.4,-160.98,-2431.38,-161.42,6,6,8.79,48874.62,262.9,807.66
16.66,-164.07,-5.79,2886.12,Very low,Rest,2.95,-19.4,-269.7,-1509.04,-217.3,6,12,6.12,18517.23,0,0
10.13,-291.57,-5.6,4558.41,Very low,Rest,3.78,-18.4,-238.08,-1783.48,-196.91,21,2,5.91,-3628.14,0.16,1192.01
14.27,-418.05,-6.85,2870.82,High,USA,3.86,-20.64,-229.5,-1362.98,-141.38,18,6,8.61,17460.09,43.9,3248.36
6.24,-431.31,1.38,3610.29,Low,UK,2.93,-23.08,-210.74,-954.32,-165.66,15,0,20.88,15094.59,4.9,1604.24
11.28,-277.77,-9.36,3238.02,Medium,USA,1.63,-36.96,-189.7,-574.8,-199.44,12,4,15.03,14733.93,0.36,1842.27
7.14,-493.08,-12.19,2662.29,Very high,USA,5.91,-28.62,-147.64,-1005.9,-59.69,21,2,23.01,7913.85,0.94,3798.7
10.86,-368.79,-7.46,3703.56,High,UK,19.31,-17.72,-137.56,-2443.64,-174.42,9,8,2.55,66359.04,0.8,1716.41
15.1,-395.4,-10.12,5207.7,Very low,USA,5.76,-7.26,-146.82,-831.32,-146.15,6,8,19.02,54427.26,1.12,3679.04
9.64,-525.9,-12.11,2774.25,Very low,Europe,0.68,-17.54,-280.82,-397.08,-86.41,18,2,13.2,4842.96,0.3,2770.82
9.69,-269.91,-5.31,3042.78,Medium,Europe,2.01,-22.28,-289.88,-866.32,-179.19,6,8,16.71,21357.87,0.66,0
10.49,-303.9,2.78,975.24,Low,Europe,1.57,-21.5,-253.6,-1142.76,-299.59,15,8,8.49,5368.71,0.56,0
12.92,-269.37,-12.11,2821.02,Low,UK,0.93,-18.82,-245.62,-953.52,-144.22,15,6,30.42,3210.57,10.88,457.97
10.15,-359.91,-9.1,2355.99,Very low,Rest,1.63,-16.74,-180.66,-762.68,-141.45,9,8,3.57,-16286.01,4.16,0
7.95,-448.14,-9.28,2351.82,Low,Rest,0.34,-18.8,-257.26,-1555.28,-163.04,21,2,14.7,10370.67,0.2,1329.66
10.08,-279.99,-10.03,2604.78,Very low,Rest,5.04,-24.06,-238.64,-1120.46,-222.97,12,4,8.67,10357.02,0.06,396.72
13.69,-279.03,-8.79,2103.93,Low,USA,6.11,-21.48,-128.94,-454.52,-192.36,12,4,51.51,-5352.93,0.5,3774.02
4.61,-402.21,-9.49,2064.06,High,Europe,1.82,-12.08,-232.84,-1713.24,-130.79,12,6,10.41,16862.46,0.2,482.89
10.77,-516.81,-6.93,3258.39,Very low,UK,3.75,-18.16,-165.32,-1795.18,-145.85,15,6,25.92,5033.07,2.84,1309.85
11.15,-387.45,1.89,3040.05,Low,UK,10.1,-17.06,-169.52,-1161.6,-113.29,9,8,20.13,-16759.89,833.78,1222.75
15.59,-137.31,-5.04,3897,Very high,Europe,3.75,-38.22,-201.6,-1171.02,-149.97,9,10,5.19,3532.02,1.08,0
7.45,-407.25,-4.72,3113.91,Very low,Europe,2.63,-26.28,-150.14,-2435.4,-187.3,21,6,3.12,10174.98,606.28,0
4.37,-548.37,-11.97,2609.22,Low,Europe,3.67,-14.3,-101.78,-1382.58,-265.53,21,4,8.76,-1956.78,4.74,2773.9
14.35,-262.95,-8.83,1917.21,Medium,Europe,1.93,-15.74,-184.18,-726.8,-135.81,6,6,6.18,1334.19,2.5,0
13.04,-255.39,-7.07,2797.71,Low,USA,2.11,-11.9,-127.66,-2333.7,-157.9,15,8,2.73,8498.34,11.14,0
9.34,-166.68,-2.34,2583.57,Medium,Europe,1.83,-30.2,-191.84,-3099.24,-151.94,9,10,25.95,1155.21,22.16,0
5.85,-293.64,-2.12,2835.51,Low,Europe,7.04,-9.04,-197.58,-1106,-173.42,3,8,33.48,-20225.64,0.38,2115.61
9.25,-414.75,-5.89,3255.93,Very high,UK,3.25,-15.78,-236,-1390.54,-118.99,12,8,21.39,19413.93,1.08,1133.97
7.61,-341.85,-10.06,2246.46,Very high,USA,3.31,-19.44,-209.02,-1787.48,-199.56,12,8,28.56,-12345.57,0.48,2633.81
14.29,-204.6,-7.82,1338.9,Very low,USA,5.27,-23.12,-194.14,-19.16,-249.91,21,8,11.43,15320.49,0.6,197.74
13.11,-343.95,-14.79,3346.14,Low,USA,6.97,-23.9,-224.14,-765.42,-156.15,15,8,3.57,4123.38,0.62,2624.78
13.84,-219.03,-12.77,3299.55,Very high,Europe,0.18,-11.14,-202.34,-2432.32,-141.37,18,4,8.49,9443.73,2.98,0
10.9,-334.86,-7.49,2364,Very high,Rest,1.94,-28.78,-197.68,-924.7,-177.25,18,6,5.85,-870,259.44,901.44
12.74,-410.43,-6.3,1762.17,Medium,UK,0.64,-28.36,-184.24,-1019.42,-137.98,12,10,4.56,-16586.67,1485.98,0
13.88,-332.04,-10.41,3477.63,Medium,Rest,6.22,-29.12,-212.22,-1707.78,-158,12,10,2.73,38351.31,6.78,546.57
8.42,-326.97,-4.88,3403.17,Very high,UK,6.75,-32.2,-239.66,-2272.48,-173.87,3,10,2.37,-15140.46,0.58,109.19
13.64,-347.22,-9.95,2381.52,High,Rest,1.5,-19.98,-197.52,-1292.6,-149.27,6,10,17.37,20116.26,455.34,183.01
12.5,-226.89,-11.15,1191.57,Very low,Rest,2.04,-31.24,-240.48,-1332.4,-147.42,6,2,10.71,31373.88,244.02,0
13.78,-365.67,-6.92,1631.01,Very low,Europe,4.69,-21.56,-224.94,-316.32,-127.77,3,6,5.04,12172.23,0.26,0
12.53,-390.81,-8.45,2945.52,Very high,Rest,8.39,-18.78,-340.18,-1898.18,-85.07,18,4,5.67,8521.08,3.22,2121.36
12.97,-100.8,-6.29,4576.35,Medium,USA,2.06,-26.64,-121.2,-1834.06,-156.45,15,10,8.64,-4413.51,3.5,0
13.99,-377.58,-9.22,2586.36,Very low,Europe,0.58,-19.3,-309.04,-1082.76,-148.86,9,6,7.53,22566.84,74.42,0
9.11,-334.41,-3.3,2018.22,Very low,USA,2.06,-21.36,-244.22,-239.82,-130.58,9,12,6.63,12628.95,1.16,0
11.95,-287.88,-10.18,2928.24,Low,Rest,6.88,-33.38,-279.12,-1036.68,-98.3,12,6,14.64,51.87,5.46,1131.99
10.87,-194.34,-5.08,3879.87,Medium,UK,0.9,-35.54,-193.44,-1388.96,-157.92,12,6,23.34,10257.93,2.82,220.26
9.41,-528.12,-6.73,3826.17,High,Rest,5.47,-19.3,-109.44,-1981.3,-169.74,9,2,14.73,-10869.6,0.08,2716.09
16.83,-314.73,-9.37,3220.89,Low,USA,2.08,-11.88,-245.1,-684.68,-163.54,15,6,8.73,5305.5,4.02,1092.21
11.02,-505.62,-10.4,2722.83,High,Europe,0.61,-17.38,-209.8,-1134.3,-126.84,18,8,10.26,-2025.06,27.9,2362.58
18.59,-192.66,-8.92,4230.42,Medium,Europe,2.65,-31.14,-261.22,-471,-134.76,3,4,2.31,5967.96,638.04,0
7.23,-376.53,-8.14,1717.62,Low,USA,4.45,-16.1,-140.38,-1396.48,-133.71,12,4,3.18,-3361.2,0.34,249.47
9.12,-299.91,-8.65,1232.46,Very low,USA,6.58,-9.92,-232.62,-26.56,-140.46,12,4,13.05,7224.84,1.28,1454.28
12.23,-417.84,-8.54,4286.55,Medium,Rest,2.1,23.88,-250.78,-1537.16,-186.21,12,6,4.53,20977.11,0.02,1228.06
16.33,-398.31,-10.66,1969.38,Very low,USA,1.31,-9.74,-240.52,-1943.86,-191.56,12,6,17.46,10170.33,0.06,54.68
12.1,-387.09,-4.64,3385.47,Very low,Europe,1.88,-21.82,-276.54,-826.02,-204.95,15,8,11.61,8211.15,0.1,1312.62
13.88,-299.46,-8.62,3823.68,Low,USA,2.75,-20.2,-198.98,-496.76,-163.74,3,6,2.37,5511.24,0.02,223.23
12.1,-281.76,-9.11,2123.16,Medium,UK,2.16,-21.98,-194.88,-1166.92,-126.69,3,12,1.38,-20212.53,67.12,0
13.4,-372.33,-11.56,2071.59,Very low,USA,7.66,-18.5,-241.08,-1868.06,-136.48,18,12,4.56,12301.14,0.02,196.6
15.02,-337.98,-9.52,3041.91,Low,Europe,1.04,-13.62,-312.3,-1169.38,-140.69,12,12,9.48,3488.43,77.48,0
11.39,-326.49,-9.87,3869.46,Medium,USA,2.7,-16.74,-215.72,-1955.1,-150.75,9,6,5.34,7769.37,2.92,273.7
18.39,-367.53,-3.46,2974.65,Medium,Rest,1.15,-6.14,-218.44,-1254.82,-147.48,15,14,5.94,1015.5,16.34,0
12.51,-271.68,-8.27,1705.65,High,UK,2.71,-23.62,-189.38,-561.52,-180.19,15,6,28.8,25670.07,31.84,639.35
11.08,-227.43,-12.64,3540.57,Low,UK,2.39,-18.28,-206.4,-2481.38,-168.11,6,10,8.73,3278.79,84.18,0
15.03,-270.75,-7.3,1780.89,Very high,UK,0.63,-27.68,-271.98,-2119.96,-148.12,15,12,15.12,7225.83,0,0
11.98,-226.26,-6.34,2830.35,Very high,UK,2.88,-46.2,-288.02,-2149.56,-154.72,9,14,7.95,11350.11,0.26,0
7.9,-292.47,-10.28,2963.88,High,Rest,0.39,-19.62,-267.44,-1709.64,-191.13,12,2,7.53,13990.47,56.42,237.87
16.37,-357.66,-8.72,2978.46,High,UK,1.76,-23.1,-241.6,-1532.62,-169.57,9,6,32.4,33757.62,60.82,810.4
11.49,-282.21,-8.52,2945.49,Medium,USA,3.7,-10.16,-225.18,-1065.46,-172.96,9,2,8.1,-833.07,101.58,906.18
10.87,-320.79,-9.6,2507.88,High,Rest,2.8,-17.52,-3,-1579.72,-178.88,3,6,13.59,5999.13,29.12,166.79
16.22,-483.12,-4.78,849.87,Medium,Europe,4.72,-30.28,-152.66,-228.76,-163.44,9,10,4.86,-4901.58,8.34,929.99
10.94,-242.4,-9,809.34,Medium,UK,1.69,-22.72,-237.7,-2950.84,-122.23,9,12,14.31,30793.68,1.24,0
9.34,-380.7,-10.64,1721.43,Very high,UK,3.98,-31.98,-155,-1696.56,-102.39,18,2,10.23,5428.56,0.02,737.85
4.5,-491.79,-11.15,2208.45,Medium,UK,5.65,-23.68,-312.58,-1723.32,-133.93,15,6,12.75,7650.72,0.1,977.69
8.06,-152.16,-6.9,2753.91,Very high,Rest,0.37,-17.16,-201.12,-922.46,-148.5,3,10,14.52,31243.23,6.04,0
8.71,-375.75,-6.58,2481.99,Very high,USA,2.46,-18.72,-144.76,-1322.32,-52.55,12,4,8.82,26502.96,6.08,2115.33
10.71,-326.01,-11.5,2481.42,Low,Europe,8.27,-23.66,-163.06,-1009.1,-61.12,12,12,19.41,-13131.27,3.24,1740.35
11.99,-372.06,-4.05,2452.41,Very high,Europe,1.88,-20.1,-276.34,-1323.6,-158.58,21,4,14.34,2753.55,40.12,2420.98
9.68,-228.15,-10.24,1961.55,Very high,USA,0.49,-12.58,-205.54,-1666.98,-157.18,21,8,8.55,10446.33,0.24,0
12.77,-462.78,-0.45,2412.33,Medium,UK,3.44,-23.32,-115.3,-1124.22,-165.89,6,6,22.77,16539.81,2.82,868.75
11.42,-381.69,-2.49,2409,Medium,Europe,5.39,-32.24,-278.76,-1657.32,-195.85,0,6,7.95,9144.42,0.5,0
11.4,-346.83,-3.53,2718.48,Medium,USA,10.07,-7.92,-119.82,-1776.4,-181.92,12,6,24.27,1740.72,2.44,3665.47
12.61,-469.8,-13.15,4097.91,Medium,Rest,11.83,-16.68,-187.22,-1275.28,-160.99,15,10,2.43,-27.15,0.38,2731.66
12.6,-360.42,-9.73,3276.12,High,USA,3.5,-29.62,-184.66,81.84,-154.71,15,6,2.07,14727.03,0,3376.78
10.76,-334.23,-5.23,2312.88,Very high,Europe,5.76,-30.72,-234.28,-1379.02,-159.49,12,6,19.47,-3117.27,1.66,2369.29
13.86,-239.55,-3.43,2701.47,Very high,UK,3.58,-14.06,-341.86,-961.2,-104.42,18,4,19.23,12181.83,0.14,814.47
8.6,-501.84,-4.61,2650.62,Very low,USA,7.59,-8.64,-253.54,-1545.54,-168.67,12,12,2.73,7133.1,0.28,1692.4
5.44,-354.51,-9.24,2808.6,Very low,UK,4.14,-27.08,-262.86,-809.42,-143.74,18,8,18.36,-34949.13,53.3,635.49
14.46,-382.71,-7.48,2642.73,Very low,Europe,10.3,-21.3,-216.46,-1569.92,-89.3,18,8,9.9,-28555.35,54949.06,2277.7
